y-position
639
638
638
639
639
639
639
639
639
641
642
643
643
643
643
643
643
643
643
643
643
644
644
644
644
644
644
644
644
637
637
639
639
640
640
640
640
640
641
641
642
642
642
643
643
644
645
645
645
645
646
647
647
647
647
647
648
649
649
651
653
654
655
657
657
656
657
657
657
657
657
657
657
657
657
657
657
657
657
657
657
657
657
658
658
656
655
655
655
655
655
654
654
654
654
653
653
653
653
652
652
652
652
652
651
651
651
651
650
650
651
652
652
651
650
649
648
648
648
647
647
646
646
646
646
646
646
646
645
644
642
642
642
641
641
639
638
638
638
637
636
635
635
634
633
633
632
631
629
628
627
626
624
624
623
622
621
620
620
620
618
618
618
617
616
613
610
609
608
607
605
605
604
603
603
603
602
601
600
600
600
599
599
598
598
597
596
596
598
605
610
617
621
628
635
641
646
652
657
663
671
678
684
690
696
702
708
715
722
728
734
740
746
753
760
767
773
780
786
791
798
805
811
819
826
832
839
845
852
858
862
