y-position
550
550
550
549
546
546
546
546
546
546
545
544
542
542
542
542
542
541
541
540
540
539
539
539
538
537
536
535
535
535
534
533
533
531
531
531
531
531
531
531
531
531
534
534
534
534
534
533
531
530
530
530
528
526
525
524
524
523
523
523
522
522
521
521
521
521
521
521
520
520
520
519
519
519
519
519
518
518
518
518
520
520
522
522
520
520
520
520
520
520
520
523
522
522
522
524
524
524
523
525
525
527
527
527
527
529
529
529
529
529
529
529
529
532
532
532
532
532
535
535
537
537
537
537
537
537
537
537
537
539
539
539
541
541
541
541
541
541
543
545
548
551
555
558
562
565
568
573
576
581
583
583
587
590
593
598
601
605
609
613
617
619
621
624
628
632
636
640
642
648
650
655
658
662
666
671
676
680
683
688
693
697
699
702
707
710
714
718
722
725
729
735
738
741
746
749
753
757
761
764
767
771
774
777
781
784
788
792
797
800
803
806
810
814
817
820
824
827
831
833
836
840
