y-position
542
540
540
539
539
539
539
539
540
541
542
542
544
545
546
546
546
544
543
541
541
541
541
540
538
538
539
539
540
541
543
544
544
544
543
542
540
539
538
539
541
540
540
541
541
541
541
542
543
542
542
542
543
544
545
546
547
547
547
547
548
548
547
547
548
548
548
548
548
548
548
548
548
548
546
545
544
544
543
541
540
540
539
537
537
537
537
537
537
538
539
539
537
535
534
531
530
530
528
526
525
525
524
522
519
517
514
512
509
508
506
504
502
501
501
501
500
498
497
497
495
493
492
491
491
488
488
486
484
483
482
480
473
470
468
467
464
462
460
458
456
454
454
452
452
452
450
450
448
446
444
442
440
439
439
439
439
438
437
435
432
430
428
427
423
422
419
417
415
414
412
413
414
416
417
419
421
421
421
423
425
429
432
435
437
440
440
440
443
444
445
448
448
449
450
450
450
451
454
455
457
458
458
461
464
467
469
471
471
475
477
480
484
485
489
490
494
497
498
501
503
503
