y-position
418
418
418
418
417
416
415
414
413
412
412
412
413
413
413
413
413
413
411
411
411
411
411
412
413
413
413
413
413
413
413
412
412
413
413
413
412
412
412
412
412
412
412
412
410
406
406
405
403
402
397
397
396
396
396
396
396
396
396
396
396
396
397
397
398
398
398
398
399
399
399
399
399
399
400
401
401
401
401
401
399
397
396
394
392
392
392
392
391
391
391
391
391
391
390
390
388
387
386
386
382
381
381
381
380
380
378
377
375
374
373
373
373
371
369
367
367
367
366
366
366
365
365
365
364
362
362
363
363
363
362
361
360
360
359
357
357
358
358
358
357
355
355
355
355
355
356
356
356
356
358
359
361
362
366
368
369
369
371
372
376
378
379
379
380
381
382
382
385
387
390
391
391
393
394
394
396
398
400
402
403
405
406
407
409
410
410
411
412
414
415
417
417
419
421
420
