y-position
466
466
468
468
469
470
471
473
474
474
474
474
474
473
471
471
471
471
471
471
469
469
469
468
468
468
468
468
468
470
470
470
470
470
470
471
472
472
472
472
472
472
472
471
471
470
468
468
467
466
466
466
465
465
465
465
462
462
462
460
459
456
456
456
457
456
455
454
453
453
453
453
454
454
453
453
452
450
452
452
452
449
449
449
449
450
448
449
449
448
446
446
446
446
448
448
448
448
447
445
443
443
443
443
443
443
444
445
444
444
444
442
442
442
442
442
442
440
439
440
440
440
440
439
439
438
438
438
437
436
435
435
435
437
437
436
436
436
436
436
436
439
440
443
445
447
450
453
455
459
462
463
466
469
469
470
473
475
476
478
481
482
483
483
485
486
488
490
491
492
494
497
499
501
#NV
504
506
506
508
510
512
513
514
516
518
520
521
525
529
533
535
538
539
542
542
